User_ID,User_Full_Name,User_Email,User_Phone,User_Password_Hash,User_Role,User_Status,User_Created_At,User_Nationality,User_BirthDate,Property_ID,Property_Title,Property_Description,Property_Type,Room_Type,Property_City,Property_District,Property_Address,Property_Base_Price,Property_Max_Guests,Property_Rating_Avg,Property_Created_At,Host_ID,Host_Since,Photo_URL,Photo_Is_Primary,Photo_Sort_Order,Amenity_Name,Amenity_Icon,Booking_ID,Booking_CheckIn,Booking_CheckOut,Booking_Guest_Count,Booking_Total_Price,Booking_Status,Booking_Created_At,Payment_ID,Payment_Amount,Payment_Method,Payment_Status,Transaction_Ref,Payment_Date,Review_ID,Review_Rating,Review_Comment,Review_Created_At,Card_Holder,Card_Number_Masked,Card_Expiry
4,Zeynep Engin,user4@hms.com,05000000004,hash_63,admin,suspended,2024-01-01,T.C.,1990-01-01,14,İstanbul Şişli Stüdyo,Açıklama...,Müstakil Ev,Entire place,İstanbul,Şişli,Adres No:14,3868,2,4,2024-05-01,5,2024-01-01,image_14.png,TRUE,0,WiFi,fa-wifi,1063,2026-07-18,,3,11604,completed,,63,11604,Credit Card,completed,T-63,,,4,Güzeldi.,,,**** 2356,12/2026
5,Sibel Öztürk,user5@hms.com,05000000005,hash_64,guest,suspended,2024-01-01,T.C.,1990-01-01,15,Muğla Bodrum Müstakil Ev,Açıklama...,Villa,Entire place,Muğla,Bodrum,Adres No:15,2915,5,5,2024-05-01,6,2024-01-01,image_15.png,TRUE,0,TV,fa-tv,,,,5,8745,,,,0,Credit Card,completed,T-64,,64,5,Güzeldi.,,Sibel Öztürk,**** 2275,12/2026
6,Burak Çelik,user6@hms.com,05000000006,hash_65,guest,inactive,2024-01-01,T.C.,1990-01-01,16,Ankara Çankaya Apartman,Açıklama...,Loft,Entire place,Ankara,Çankaya,Adres No:16,3074,7,1,2024-05-01,7,2024-01-01,image_16.png,TRUE,0,Havuz,fa-swimming-pool,,,,4,9222,,,,0,Credit Card,completed,T-65,,,2,Güzeldi.,,Burak Çelik,**** 2728,12/2026
7,Sinan Koç,user7@hms.com,05000000007,hash_66,admin,active,2024-01-01,T.C.,1990-01-01,17,Ankara Çankaya Villa,Açıklama...,Loft,Entire place,Ankara,Çankaya,Adres No:17,2630,10,2,2024-05-01,8,2024-01-01,image_17.png,TRUE,0,Havuz,fa-swimming-pool,1066,2026-08-01,,1,7890,completed,,66,7890,Credit Card,completed,T-66,,66,1,Güzeldi.,,,**** 4597,12/2026
8,Aslı Aras,user8@hms.com,05000000008,hash_67,guest,inactive,2024-01-01,T.C.,1990-01-01,18,Antalya Alanya Loft,Açıklama...,Loft,Entire place,Antalya,Alanya,Adres No:18,4700,8,3,2024-05-01,9,2024-01-01,image_18.png,TRUE,0,TV,fa-tv,,,,4,14100,,,,0,Credit Card,completed,T-67,,,2,Güzeldi.,,Aslı Aras,**** 4425,12/2026
9,Mehmet Demir,user9@hms.com,05000000009,hash_68,guest,suspended,2024-01-01,T.C.,1990-01-01,19,Antalya Alanya Loft,Açıklama...,Müstakil Ev,Entire place,Antalya,Alanya,Adres No:19,4819,2,4,2024-05-01,10,2024-01-01,image_19.png,TRUE,0,Klima,fa-snowflake,,,,2,14457,,,,0,Credit Card,completed,T-68,,68,5,Güzeldi.,,Mehmet Demir,**** 8681,12/2026
10,Mert Korkmaz,user10@hms.com,05000000010,hash_69,host,active,2024-01-01,T.C.,1990-01-01,20,Muğla Bodrum Loft,Açıklama...,Stüdyo,Entire place,Muğla,Bodrum,Adres No:20,338,4,5,2024-05-01,1,2024-01-01,image_20.png,TRUE,0,Havuz,fa-swimming-pool,1069,2026-09-16,,5,1014,completed,,69,1014,Credit Card,completed,T-69,,,5,Güzeldi.,,,**** 9545,12/2026
11,Gökhan Öztürk,user11@hms.com,05000000011,hash_70,host,active,2024-01-01,T.C.,1990-01-01,21,İzmir Alsancak Müstakil Ev,Açıklama...,Loft,Entire place,İzmir,Alsancak,Adres No:21,1744,5,1,2024-05-01,2,2024-01-01,image_21.png,TRUE,0,WiFi,fa-wifi,,,,5,5232,,,,0,Credit Card,completed,T-70,,70,5,Güzeldi.,,,**** 3300,12/2026
12,Ayşe Yıldız,user12@hms.com,05000000012,hash_71,admin,inactive,2024-01-01,T.C.,1990-01-01,22,Bursa Osmangazi Villa,Açıklama...,Loft,Entire place,Bursa,Osmangazi,Adres No:22,1374,3,2,2024-05-01,3,2024-01-01,image_22.png,TRUE,0,WiFi,fa-wifi,,,,1,4122,,,,0,Credit Card,completed,T-71,,,3,Güzeldi.,,,**** 6961,12/2026
13,Ayşe Bulut,user13@hms.com,05000000013,hash_72,host,active,2024-01-01,T.C.,1990-01-01,23,Bursa Osmangazi Müstakil Ev,Açıklama...,Apartman,Entire place,Bursa,Osmangazi,Adres No:23,2978,4,3,2024-05-01,4,2024-01-01,image_23.png,TRUE,0,Klima,fa-snowflake,1072,2026-05-19,,1,8934,completed,,72,8934,Credit Card,completed,T-72,,72,5,Güzeldi.,,,**** 3028,12/2026
14,Ece Korkmaz,user14@hms.com,05000000014,hash_73,host,inactive,2024-01-01,T.C.,1990-01-01,24,İstanbul Kadıköy Apartman,Açıklama...,Loft,Entire place,İstanbul,Kadıköy,Adres No:24,416,10,4,2024-05-01,5,2024-01-01,image_24.png,TRUE,0,WiFi,fa-wifi,,,,2,1248,,,,0,Credit Card,completed,T-73,,,3,Güzeldi.,,,**** 2230,12/2026
15,Selin Engin,user15@hms.com,05000000015,hash_74,host,suspended,2024-01-01,T.C.,1990-01-01,25,Ankara Yenimahalle Apartman,Açıklama...,Villa,Entire place,Ankara,Yenimahalle,Adres No:25,1404,6,5,2024-05-01,6,2024-01-01,image_25.png,TRUE,0,TV,fa-tv,,,,4,4212,,,,0,Credit Card,completed,T-74,,74,5,Güzeldi.,,,**** 8746,12/2026
16,Deniz Bulut,user16@hms.com,05000000016,hash_75,admin,active,2024-01-01,T.C.,1990-01-01,1,Trabzon Akçaabat Loft,Açıklama...,Stüdyo,Entire place,Trabzon,Akçaabat,Adres No:1,2066,5,1,2024-05-01,2,2024-01-01,image_1.png,TRUE,0,Havuz,fa-swimming-pool,1075,2026-03-05,,1,6198,completed,,75,6198,Credit Card,completed,T-75,,,5,Güzeldi.,,,**** 3385,12/2026
17,Ece Aydın,user17@hms.com,05000000017,hash_76,admin,suspended,2024-01-01,T.C.,1990-01-01,2,Muğla Marmaris Apartman,Açıklama...,Loft,Entire place,Muğla,Marmaris,Adres No:2,1049,10,2,2024-05-01,3,2024-01-01,image_2.png,TRUE,0,TV,fa-tv,,,,5,3147,,,,0,Credit Card,completed,T-76,,76,3,Güzeldi.,,,**** 3617,12/2026
18,Zeynep Aydın,user18@hms.com,05000000018,hash_77,host,suspended,2024-01-01,T.C.,1990-01-01,3,Trabzon Ortahisar Loft,Açıklama...,Müstakil Ev,Entire place,Trabzon,Ortahisar,Adres No:3,1710,2,3,2024-05-01,4,2024-01-01,image_3.png,TRUE,0,Mutfak,fa-utensils,,,,3,5130,,,,0,Credit Card,completed,T-77,,,3,Güzeldi.,,,**** 4045,12/2026
19,Deniz Çelik,user19@hms.com,05000000019,hash_78,guest,active,2024-01-01,T.C.,1990-01-01,4,Muğla Bodrum Villa,Açıklama...,Müstakil Ev,Entire place,Muğla,Bodrum,Adres No:4,1585,8,4,2024-05-01,5,2024-01-01,image_4.png,TRUE,0,Otopark,fa-car,1078,2026-04-10,,4,4755,completed,,78,4755,Credit Card,completed,T-78,,78,2,Güzeldi.,,Deniz Çelik,**** 8918,12/2026
20,Fatma Kaya,user20@hms.com,05000000020,hash_79,guest,suspended,2024-01-01,T.C.,1990-01-01,5,İstanbul Sarıyer Villa,Açıklama...,Loft,Entire place,İstanbul,Sarıyer,Adres No:5,2482,3,5,2024-05-01,6,2024-01-01,image_5.png,TRUE,0,TV,fa-tv,,,,2,7446,,,,0,Credit Card,completed,T-79,,,4,Güzeldi.,,Fatma Kaya,**** 6687,12/2026
21,Hasan Bulut,user21@hms.com,05000000021,hash_80,host,suspended,2024-01-01,T.C.,1990-01-01,6,Antalya Muratpaşa Loft,Açıklama...,Villa,Entire place,Antalya,Muratpaşa,Adres No:6,4658,7,1,2024-05-01,7,2024-01-01,image_6.png,TRUE,0,WiFi,fa-wifi,,,,3,13974,,,,0,Credit Card,completed,T-80,,80,1,Güzeldi.,,,**** 5285,12/2026
22,Mert Yıldız,user22@hms.com,05000000022,hash_81,admin,active,2024-01-01,T.C.,1990-01-01,7,Muğla Marmaris Loft,Açıklama...,Müstakil Ev,Entire place,Muğla,Marmaris,Adres No:7,4311,2,2,2024-05-01,8,2024-01-01,image_7.png,TRUE,0,TV,fa-tv,1081,2026-07-18,,5,12933,completed,,81,12933,Credit Card,completed,T-81,,,4,Güzeldi.,,,**** 1590,12/2026
23,Mert Bulut,user23@hms.com,05000000023,hash_82,host,suspended,2024-01-01,T.C.,1990-01-01,8,İzmir Konak Müstakil Ev,Açıklama...,Apartman,Entire place,İzmir,Konak,Adres No:8,781,4,3,2024-05-01,9,2024-01-01,image_8.png,TRUE,0,Klima,fa-snowflake,,,,5,2343,,,,0,Credit Card,completed,T-82,,82,5,Güzeldi.,,,**** 1625,12/2026
24,Fatma Ekinci,user24@hms.com,05000000024,hash_83,guest,inactive,2024-01-01,T.C.,1990-01-01,9,Ankara Yenimahalle Villa,Açıklama...,Villa,Entire place,Ankara,Yenimahalle,Adres No:9,2807,9,4,2024-05-01,10,2024-01-01,image_9.png,TRUE,0,WiFi,fa-wifi,,,,3,8421,,,,0,Credit Card,completed,T-83,,,5,Güzeldi.,,Fatma Ekinci,**** 8482,12/2026
25,Aslı Şahin,user25@hms.com,05000000025,hash_84,admin,suspended,2024-01-01,T.C.,1990-01-01,10,Antalya Kaş Apartman,Açıklama...,Stüdyo,Entire place,Antalya,Kaş,Adres No:10,1266,5,5,2024-05-01,1,2024-01-01,image_10.png,TRUE,0,TV,fa-tv,1084,2026-11-25,,2,3798,completed,,84,3798,Credit Card,completed,T-84,,84,1,Güzeldi.,,,**** 1140,12/2026
26,Aslı Yılmaz,user26@hms.com,05000000026,hash_85,host,active,2024-01-01,T.C.,1990-01-01,11,İzmir Alsancak Apartman,Açıklama...,Stüdyo,Entire place,İzmir,Alsancak,Adres No:11,1714,6,1,2024-05-01,2,2024-01-01,image_11.png,TRUE,0,Klima,fa-snowflake,,,,1,5142,,,,0,Credit Card,completed,T-85,,,3,Güzeldi.,,,**** 1513,12/2026
27,Selin Engin,user27@hms.com,05000000027,hash_86,host,active,2024-01-01,T.C.,1990-01-01,12,İstanbul Kadıköy Stüdyo,Açıklama...,Villa,Entire place,İstanbul,Kadıköy,Adres No:12,2489,7,2,2024-05-01,3,2024-01-01,image_12.png,TRUE,0,WiFi,fa-wifi,,,,5,7467,,,,0,Credit Card,completed,T-86,,86,5,Güzeldi.,,,**** 6400,12/2026
28,Ece Engin,user28@hms.com,05000000028,hash_87,admin,suspended,2024-01-01,T.C.,1990-01-01,13,Muğla Marmaris Apartman,Açıklama...,Villa,Entire place,Muğla,Marmaris,Adres No:13,324,5,3,2024-05-01,4,2024-01-01,image_13.png,TRUE,0,Otopark,fa-car,1087,2026-09-25,,5,972,completed,,87,972,Credit Card,completed,T-87,,,4,Güzeldi.,,,**** 5672,12/2026
29,Mert Korkmaz,user29@hms.com,05000000029,hash_88,host,suspended,2024-01-01,T.C.,1990-01-01,14,Muğla Marmaris Apartman,Açıklama...,Loft,Entire place,Muğla,Marmaris,Adres No:14,1699,4,4,2024-05-01,5,2024-01-01,image_14.png,TRUE,0,Mutfak,fa-utensils,,,,1,5097,,,,0,Credit Card,completed,T-88,,88,2,Güzeldi.,,,**** 7724,12/2026
30,Aslı Ekinci,user30@hms.com,05000000030,hash_89,admin,suspended,2024-01-01,T.C.,1990-01-01,15,Trabzon Ortahisar Apartman,Açıklama...,Müstakil Ev,Entire place,Trabzon,Ortahisar,Adres No:15,4044,3,5,2024-05-01,6,2024-01-01,image_15.png,TRUE,0,Klima,fa-snowflake,,,,5,12132,,,,0,Credit Card,completed,T-89,,,5,Güzeldi.,,,**** 9062,12/2026
1,Ayşe Ekinci,user1@hms.com,05000000001,hash_90,guest,inactive,2024-01-01,T.C.,1990-01-01,16,İzmir Alsancak Loft,Açıklama...,Loft,Entire place,İzmir,Alsancak,Adres No:16,1694,6,1,2024-05-01,7,2024-01-01,image_16.png,TRUE,0,Mutfak,fa-utensils,1090,2026-04-26,,2,5082,completed,,90,5082,Credit Card,completed,T-90,,90,4,Güzeldi.,,Ayşe Ekinci,**** 1440,12/2026
2,Aslı Yılmaz,user2@hms.com,05000000002,hash_91,admin,active,2024-01-01,T.C.,1990-01-01,17,Bursa Osmangazi Loft,Açıklama...,Apartman,Entire place,Bursa,Osmangazi,Adres No:17,2168,4,2,2024-05-01,8,2024-01-01,image_17.png,TRUE,0,Mutfak,fa-utensils,,,,3,6504,,,,0,Credit Card,completed,T-91,,,5,Güzeldi.,,,**** 8739,12/2026
3,Sinan Ekinci,user3@hms.com,05000000003,hash_92,admin,active,2024-01-01,T.C.,1990-01-01,18,İstanbul Beşiktaş Apartman,Açıklama...,Villa,Entire place,İstanbul,Beşiktaş,Adres No:18,3429,4,3,2024-05-01,9,2024-01-01,image_18.png,TRUE,0,TV,fa-tv,,,,2,10287,,,,0,Credit Card,completed,T-92,,92,2,Güzeldi.,,,**** 2616,12/2026
4,Ayşe Aras,user4@hms.com,05000000004,hash_93,host,inactive,2024-01-01,T.C.,1990-01-01,19,Antalya Alanya Müstakil Ev,Açıklama...,Loft,Entire place,Antalya,Alanya,Adres No:19,4563,3,4,2024-05-01,10,2024-01-01,image_19.png,TRUE,0,Mutfak,fa-utensils,1093,2026-03-14,,1,13689,completed,,93,13689,Credit Card,completed,T-93,,,1,Güzeldi.,,,**** 2578,12/2026
5,Deniz Demir,user5@hms.com,05000000005,hash_94,guest,inactive,2024-01-01,T.C.,1990-01-01,20,Antalya Alanya Loft,Açıklama...,Villa,Entire place,Antalya,Alanya,Adres No:20,1980,5,5,2024-05-01,1,2024-01-01,image_20.png,TRUE,0,TV,fa-tv,,,,1,5940,,,,0,Credit Card,completed,T-94,,94,5,Güzeldi.,,Deniz Demir,**** 1094,12/2026
6,Zeynep Şahin,user6@hms.com,05000000006,hash_95,guest,inactive,2024-01-01,T.C.,1990-01-01,21,Trabzon Ortahisar Müstakil Ev,Açıklama...,Apartman,Entire place,Trabzon,Ortahisar,Adres No:21,1040,7,1,2024-05-01,2,2024-01-01,image_21.png,TRUE,0,WiFi,fa-wifi,,,,4,3120,,,,0,Credit Card,completed,T-95,,,3,Güzeldi.,,Zeynep Şahin,**** 1442,12/2026
7,Gökhan Aydın,user7@hms.com,05000000007,hash_96,admin,suspended,2024-01-01,T.C.,1990-01-01,22,Antalya Alanya Müstakil Ev,Açıklama...,Stüdyo,Entire place,Antalya,Alanya,Adres No:22,3405,4,2,2024-05-01,3,2024-01-01,image_22.png,TRUE,0,WiFi,fa-wifi,1096,2026-04-19,,1,10215,completed,,96,10215,Credit Card,completed,T-96,,96,3,Güzeldi.,,,**** 1277,12/2026
8,Murat Ekinci,user8@hms.com,05000000008,hash_97,guest,active,2024-01-01,T.C.,1990-01-01,23,İstanbul Fatih Villa,Açıklama...,Stüdyo,Entire place,İstanbul,Fatih,Adres No:23,2040,4,3,2024-05-01,4,2024-01-01,image_23.png,TRUE,0,Otopark,fa-car,,,,4,6120,,,,0,Credit Card,completed,T-97,,,5,Güzeldi.,,Murat Ekinci,**** 5882,12/2026
9,Deniz Öztürk,user9@hms.com,05000000009,hash_98,guest,active,2024-01-01,T.C.,1990-01-01,24,Ankara Keçiören Loft,Açıklama...,Villa,Entire place,Ankara,Keçiören,Adres No:24,4193,5,4,2024-05-01,5,2024-01-01,image_24.png,TRUE,0,Klima,fa-snowflake,,,,5,12579,,,,0,Credit Card,completed,T-98,,98,3,Güzeldi.,,Deniz Öztürk,**** 9312,12/2026
10,Can Koç,user10@hms.com,05000000010,hash_99,guest,inactive,2024-01-01,T.C.,1990-01-01,25,İstanbul Fatih Apartman,Açıklama...,Apartman,Entire place,İstanbul,Fatih,Adres No:25,2286,4,5,2024-05-01,6,2024-01-01,image_25.png,TRUE,0,Otopark,fa-car,1099,2026-02-24,,2,6858,completed,,99,6858,Credit Card,completed,T-99,,,1,Güzeldi.,,Can Koç,**** 2760,12/2026
11,Sibel Aydın,user11@hms.com,05000000011,hash_100,host,active,2024-01-01,T.C.,1990-01-01,1,Eskişehir Tepebaşı Apartman,Açıklama...,Loft,Entire place,Eskişehir,Tepebaşı,Adres No:1,2103,7,1,2024-05-01,2,2024-01-01,image_1.png,TRUE,0,Klima,fa-snowflake,,,,4,6309,,,,0,Credit Card,completed,T-100,,100,4,Güzeldi.,,,**** 7763,12/2026
12,Gökhan Öztürk,user12@hms.com,05000000012,hash_101,host,suspended,2024-01-01,T.C.,1990-01-01,2,Antalya Muratpaşa Loft,Açıklama...,Müstakil Ev,Entire place,Antalya,Muratpaşa,Adres No:2,4869,5,2,2024-05-01,3,2024-01-01,image_2.png,TRUE,0,Havuz,fa-swimming-pool,,,,2,14607,,,,0,Credit Card,completed,T-101,,,2,Güzeldi.,,,**** 1693,12/2026
13,Ayşe Bulut,user13@hms.com,05000000013,hash_102,admin,active,2024-01-01,T.C.,1990-01-01,3,Bursa Osmangazi Stüdyo,Açıklama...,Müstakil Ev,Entire place,Bursa,Osmangazi,Adres No:3,4086,3,3,2024-05-01,4,2024-01-01,image_3.png,TRUE,0,TV,fa-tv,1102,2026-02-19,,5,12258,completed,,102,12258,Credit Card,completed,T-102,,102,5,Güzeldi.,,,**** 2140,12/2026
14,Zeynep Korkmaz,user14@hms.com,05000000014,hash_103,guest,suspended,2024-01-01,T.C.,1990-01-01,4,Muğla Marmaris Loft,Açıklama...,Apartman,Entire place,Muğla,Marmaris,Adres No:4,4773,5,4,2024-05-01,5,2024-01-01,image_4.png,TRUE,0,Otopark,fa-car,,,,3,14319,,,,0,Credit Card,completed,T-103,,,4,Güzeldi.,,Zeynep Korkmaz,**** 8633,12/2026
15,Selin Çelik,user15@hms.com,05000000015,hash_104,host,suspended,2024-01-01,T.C.,1990-01-01,5,Trabzon Ortahisar Loft,Açıklama...,Loft,Entire place,Trabzon,Ortahisar,Adres No:5,1985,6,5,2024-05-01,6,2024-01-01,image_5.png,TRUE,0,Klima,fa-snowflake,,,,2,5955,,,,0,Credit Card,completed,T-104,,104,1,Güzeldi.,,,**** 1318,12/2026
16,Burak Ekinci,user16@hms.com,05000000016,hash_105,host,inactive,2024-01-01,T.C.,1990-01-01,6,Trabzon Akçaabat Villa,Açıklama...,Stüdyo,Entire place,Trabzon,Akçaabat,Adres No:6,3192,6,1,2024-05-01,7,2024-01-01,image_6.png,TRUE,0,TV,fa-tv,1105,2026-06-15,,2,9576,completed,,105,9576,Credit Card,completed,T-105,,,5,Güzeldi.,,,**** 6941,12/2026
17,Sinan Aras,user17@hms.com,05000000017,hash_106,host,suspended,2024-01-01,T.C.,1990-01-01,7,Antalya Alanya Loft,Açıklama...,Müstakil Ev,Entire place,Antalya,Alanya,Adres No:7,1549,4,2,2024-05-01,8,2024-01-01,image_7.png,TRUE,0,WiFi,fa-wifi,,,,1,4647,,,,0,Credit Card,completed,T-106,,106,3,Güzeldi.,,,**** 9012,12/2026
18,Ece Aras,user18@hms.com,05000000018,hash_107,guest,inactive,2024-01-01,T.C.,1990-01-01,8,Trabzon Akçaabat Villa,Açıklama...,Apartman,Entire place,Trabzon,Akçaabat,Adres No:8,4293,2,3,2024-05-01,9,2024-01-01,image_8.png,TRUE,0,WiFi,fa-wifi,,,,1,12879,,,,0,Credit Card,completed,T-107,,,5,Güzeldi.,,Ece Aras,**** 2220,12/2026
19,Mert Engin,user19@hms.com,05000000019,hash_108,host,active,2024-01-01,T.C.,1990-01-01,9,Antalya Alanya Apartman,Açıklama...,Apartman,Entire place,Antalya,Alanya,Adres No:9,4272,7,4,2024-05-01,10,2024-01-01,image_9.png,TRUE,0,TV,fa-tv,1108,2026-02-26,,2,12816,completed,,108,12816,Credit Card,completed,T-108,,108,2,Güzeldi.,,,**** 8115,12/2026
20,Sinan Koç,user20@hms.com,05000000020,hash_109,host,suspended,2024-01-01,T.C.,1990-01-01,10,İstanbul Kadıköy Loft,Açıklama...,Loft,Entire place,İstanbul,Kadıköy,Adres No:10,4109,8,5,2024-05-01,1,2024-01-01,image_10.png,TRUE,0,Mutfak,fa-utensils,,,,3,12327,,,,0,Credit Card,completed,T-109,,,5,Güzeldi.,,,**** 5571,12/2026
21,Derya Ekinci,user21@hms.com,05000000021,hash_110,guest,suspended,2024-01-01,T.C.,1990-01-01,11,Bursa Nilüfer Müstakil Ev,Açıklama...,Apartman,Entire place,Bursa,Nilüfer,Adres No:11,371,6,1,2024-05-01,2,2024-01-01,image_11.png,TRUE,0,Havuz,fa-swimming-pool,,,,5,1113,,,,0,Credit Card,completed,T-110,,110,2,Güzeldi.,,Derya Ekinci,**** 3033,12/2026
22,Ece Aydın,user22@hms.com,05000000022,hash_111,admin,suspended,2024-01-01,T.C.,1990-01-01,12,İstanbul Sarıyer Loft,Açıklama...,Apartman,Entire place,İstanbul,Sarıyer,Adres No:12,4252,7,2,2024-05-01,3,2024-01-01,image_12.png,TRUE,0,Otopark,fa-car,1111,2026-07-22,,2,12756,completed,,111,12756,Credit Card,completed,T-111,,,4,Güzeldi.,,,**** 1097,12/2026
23,Ayşe Aras,user23@hms.com,05000000023,hash_112,guest,inactive,2024-01-01,T.C.,1990-01-01,13,Antalya Kaş Villa,Açıklama...,Apartman,Entire place,Antalya,Kaş,Adres No:13,4526,9,3,2024-05-01,4,2024-01-01,image_13.png,TRUE,0,TV,fa-tv,,,,5,13578,,,,0,Credit Card,completed,T-112,,112,2,Güzeldi.,,Ayşe Aras,**** 1389,12/2026
24,Deniz Demir,user24@hms.com,05000000024,hash_113,guest,suspended,2024-01-01,T.C.,1990-01-01,14,Ankara Çankaya Apartman,Açıklama...,Müstakil Ev,Entire place,Ankara,Çankaya,Adres No:14,3830,10,4,2024-05-01,5,2024-01-01,image_14.png,TRUE,0,Klima,fa-snowflake,,,,2,11490,,,,0,Credit Card,completed,T-113,,,1,Güzeldi.,,Deniz Demir,**** 4788,12/2026
25,Murat Demir,user25@hms.com,05000000025,hash_114,host,suspended,2024-01-01,T.C.,1990-01-01,15,Bursa Osmangazi Villa,Açıklama...,Müstakil Ev,Entire place,Bursa,Osmangazi,Adres No:15,3273,10,5,2024-05-01,6,2024-01-01,image_15.png,TRUE,0,WiFi,fa-wifi,1114,2026-09-02,,3,9819,completed,,114,9819,Credit Card,completed,T-114,,114,3,Güzeldi.,,,**** 1798,12/2026
26,Deniz Koç,user26@hms.com,05000000026,hash_115,admin,active,2024-01-01,T.C.,1990-01-01,16,Bursa Nilüfer Stüdyo,Açıklama...,Apartman,Entire place,Bursa,Nilüfer,Adres No:16,4390,8,1,2024-05-01,7,2024-01-01,image_16.png,TRUE,0,Mutfak,fa-utensils,,,,3,13170,,,,0,Credit Card,completed,T-115,,,3,Güzeldi.,,,**** 5217,12/2026
27,Zeynep Engin,user27@hms.com,05000000027,hash_116,host,suspended,2024-01-01,T.C.,1990-01-01,17,Trabzon Akçaabat Loft,Açıklama...,Stüdyo,Entire place,Trabzon,Akçaabat,Adres No:17,3750,4,2,2024-05-01,8,2024-01-01,image_17.png,TRUE,0,TV,fa-tv,,,,3,11250,,,,0,Credit Card,completed,T-116,,116,3,Güzeldi.,,,**** 3481,12/2026
28,Mehmet Aydın,user28@hms.com,05000000028,hash_117,admin,active,2024-01-01,T.C.,1990-01-01,18,Ankara Keçiören Müstakil Ev,Açıklama...,Müstakil Ev,Entire place,Ankara,Keçiören,Adres No:18,2905,9,3,2024-05-01,9,2024-01-01,image_18.png,TRUE,0,Mutfak,fa-utensils,1117,2026-09-10,,1,8715,completed,,117,8715,Credit Card,completed,T-117,,,1,Güzeldi.,,,**** 7835,12/2026
29,Mehmet Demir,user29@hms.com,05000000029,hash_118,admin,active,2024-01-01,T.C.,1990-01-01,19,Eskişehir Odunpazarı Apartman,Açıklama...,Loft,Entire place,Eskişehir,Odunpazarı,Adres No:19,2072,2,4,2024-05-01,10,2024-01-01,image_19.png,TRUE,0,WiFi,fa-wifi,,,,4,6216,,,,0,Credit Card,completed,T-118,,118,4,Güzeldi.,,,**** 2065,12/2026
30,Ayşe Demir,user30@hms.com,05000000030,hash_119,admin,active,2024-01-01,T.C.,1990-01-01,20,Eskişehir Tepebaşı Loft,Açıklama...,Loft,Entire place,Eskişehir,Tepebaşı,Adres No:20,1242,2,5,2024-05-01,1,2024-01-01,image_20.png,TRUE,0,Havuz,fa-swimming-pool,,,,3,3726,,,,0,Credit Card,completed,T-119,,,5,Güzeldi.,,,**** 9059,12/2026
1,Ahmet Şahin,user1@hms.com,05000000001,hash_120,guest,inactive,2024-01-01,T.C.,1990-01-01,21,İstanbul Kadıköy Loft,Açıklama...,Apartman,Entire place,İstanbul,Kadıköy,Adres No:21,2294,3,1,2024-05-01,2,2024-01-01,image_21.png,TRUE,0,Havuz,fa-swimming-pool,1120,2026-04-07,,4,6882,completed,,120,6882,Credit Card,completed,T-120,,120,1,Güzeldi.,,Ahmet Şahin,**** 5996,12/2026
2,Ahmet Koç,user2@hms.com,05000000002,hash_121,guest,inactive,2024-01-01,T.C.,1990-01-01,22,Bursa Osmangazi Villa,Açıklama...,Loft,Entire place,Bursa,Osmangazi,Adres No:22,1119,9,2,2024-05-01,3,2024-01-01,image_22.png,TRUE,0,WiFi,fa-wifi,,,,2,3357,,,,0,Credit Card,completed,T-121,,,4,Güzeldi.,,Ahmet Koç,**** 7761,12/2026
3,Ayşe Aydın,user3@hms.com,05000000003,hash_122,admin,inactive,2024-01-01,T.C.,1990-01-01,23,Bursa Nilüfer Villa,Açıklama...,Loft,Entire place,Bursa,Nilüfer,Adres No:23,648,10,3,2024-05-01,4,2024-01-01,image_23.png,TRUE,0,Klima,fa-snowflake,,,,3,1944,,,,0,Credit Card,completed,T-122,,122,1,Güzeldi.,,,**** 3037,12/2026
4,Elif Yıldız,user4@hms.com,05000000004,hash_123,admin,inactive,2024-01-01,T.C.,1990-01-01,24,Bursa Osmangazi Loft,Açıklama...,Villa,Entire place,Bursa,Osmangazi,Adres No:24,3829,5,4,2024-05-01,5,2024-01-01,image_24.png,TRUE,0,Mutfak,fa-utensils,1123,2026-10-23,,5,11487,completed,,123,11487,Credit Card,completed,T-123,,,2,Güzeldi.,,,**** 8544,12/2026
5,Gökhan Bulut,user5@hms.com,05000000005,hash_124,host,inactive,2024-01-01,T.C.,1990-01-01,25,Muğla Fethiye Stüdyo,Açıklama...,Loft,Entire place,Muğla,Fethiye,Adres No:25,3924,5,5,2024-05-01,6,2024-01-01,image_25.png,TRUE,0,TV,fa-tv,,,,4,11772,,,,0,Credit Card,completed,T-124,,124,4,Güzeldi.,,,**** 9333,12/2026
6,Ayşe Bulut,user6@hms.com,05000000006,hash_125,admin,active,2024-01-01,T.C.,1990-01-01,1,Muğla Bodrum Villa,Açıklama...,Müstakil Ev,Entire place,Muğla,Bodrum,Adres No:1,4907,9,1,2024-05-01,2,2024-01-01,image_1.png,TRUE,0,TV,fa-tv,,,,4,14721,,,,0,Credit Card,completed,T-125,,,2,Güzeldi.,,,**** 5627,12/2026
